Company,Date Posted,Description,Experience Required,Experinece Required,How to apply,Job Role,Job type,Job_id,Link,Location,Package Offered,Package offered,Posted since,Source
The Atlantic,Wed Nov 14 22:16:02 UTC 2018,"The Atlantic is a digital-first media company with over 160 years of history and 36 million readers a month. Founded in 1857 and today one of the fastest-growing media platforms in the industry, The Atlantic has throughout its history championed the power of big ideas and continues to shape global debate through our two websites: TheAtlantic.com and CityLab.com. We work in a fast-paced, team-oriented environment out of our office in the historic Watergate complex in Washington DC. This role can be based in either Washington, DC or New York, NY.
Who You Are
You are an experienced developer with proven leadership and management experience.
You are well versed in the modern front-end, and can mentor junior members of the team on the latest best practices concerning ES6, SCSS, and performance. You know how to collaborate with designers, are knowledgeable about CSS conventions and naming methodologies such as BEM, SMACSS, OOCSS, and can describe their relative merits.
Your experience has taught you the architectural strategies and practices that are necessary for organizing and maintaining front end code that can scale as our team continues to grow. You know how to evaluate new technology and determine which path will best fit our business needs.
Above all, you’re a creative problem solver: able to devise and deliver practical, maintainable software that addresses Atlantic staffers’ and readers’ needs.
Primary Responsibilities:

Provide feedback and mentorship to the front end team through weekly one-on-one check as well as mid and end of the year reviews
Help plan and execute team and individual goals, with an eye on team growth and development
Champion ways to improve our front end tech stack, including tooling, unit testing, and architecture
Collaborate with team members to plan projects, creating technical road maps and breaking projects up into individual tasks as necessary while always keeping in mind long term maintainability
Act as a role model to others on the team by exhibiting strong work ethic and technical expertise when writing code or building new website features
Act as a expert who can provide technical help and guidance to the other front end developers

Requirements:

Proven experience with technical leadership and management
Experience architecting a front end codebase at scale
Strong technical and non-technical communication skills
Able to look at a design and break it into well organized reusable components
Experience planning, ticketing, and executing team projects
Comfortable with Git for version control
Effective time management when working on multiple projects
Passionate about front end performance with up-to-date knowledge of current techniques
Familiar with Node.js and modern frontend build tooling
Knowledgeable about modern JavaScript frameworks but comfortable working in Vanilla JS
Able to provide a code sample demonstrating expertise at writing and organizing CSS, HTML, and - JavaScript suitable for a complex, fast-changing website

Benefits
Employees at The Atlantic are entitled to benefits including: 401(k) savings plan with employer match, health care with domestic partner coverage, flexible vacation and sick leave policy, commuter benefits, and rooftop happy hours with one of the best views in DC.
Atlantic Media Values:
Across Atlantic Media, generally, the firm looks for two “pillar gifts” in you, and everyone else.  In all of us, these are more aspirational than actual, but they are central in our intentions –


Force of Ideas: At the center of Atlantic Media work are the ideas within our writing. We believe that ideas – to the good and not – have consequence. Our highest work is bringing rigor, insight, intellectual integrity, to that ultimate purpose of separating the bad from the good, and giving voice to the latter.

Spirit of Generosity: Atlantic Media seeks in its ranks those with natural disposition toward service and selfless conduct. Atlantic Media writing should be cut from the same cloth – critical on the merits, but informed by charity and forbearance in measuring motive and personal character.

Atlantic Media is an EOE of Minorities/Women/Vets/Disability.
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
",,--,"Apply online: https://atlanticmedia.theresumator.com/apply/b6ZvfSoePV/Lead-Front-End-Developer?source=Github
",Lead Front End Developer,Full Time,d28b2d1a-e85a-11e8-9b78-62dc829f5516,https://jobs.github.com/positions/d28b2d1a-e85a-11e8-9b78-62dc829f5516,"Washington, DC & New York, NY",--,,--,Github Jobs
The Atlantic,Wed Nov 14 22:11:05 UTC 2018,"The Atlantic is a digital-first media company with over 160 years of history and 36 million readers a month. Founded in 1857 and today one of the fastest-growing media platforms in the industry, The Atlantic has throughout its history championed the power of big ideas and continues to shape global debate through our two websites: TheAtlantic.com and CityLab.com. We work in a fast-paced, team-oriented environment out of our office in the historic Watergate complex in Washington DC. The role can be based in either Washington, DC or New York, NY.
Who You Are
You are an experienced developer and solid communicator with an interest in journalism and the media business.
You’re well versed in the modern front-end: ES6, SCSS, understand what makes good markup, and how to best use the capabilities of the browser. You know how to collaborate with designers, are knowledgeable about CSS conventions and naming methodologies such as BEM, SMACSS, OOCSS, and can describe their relative merits. Your experience has taught you the architectural strategies and practices that are necessary for organizing and maintaining front end code that can scale as our team continues to grow.
Above all, you’re a creative problem solver: able to devise and deliver practical, maintainable software that addresses Atlantic staffers’ and readers’ needs.
Primary Responsibilities:

Implement new features for TheAtlantic.com and CityLab.com where they will be viewed by millions of people
Champion ways to improve our front end tech stack, including tooling, unit testing, and architecture
Collaborate with team members to plan projects, creating technical road maps and breaking projects up into individual tasks as necessary
Mentor junior developers and act as a subject expert
Thinks strategically and systematically when planning or coding a project, always keeping in mind long term maintainability
Work to continually reduce our front end website load time
Communicate and collaborate with both technical and non-technical members of the team

Requirements:
-Experience architecting a front end codebase at scale
-Strong technical and non-technical communication skills
-Able to write semantic and accessible markup that our growing team can easily maintain and iterate with
-Able to look at a design and break it into well organized reusable components
-Comfortable with Git for version control
-Effective time management when working on multiple projects
-Passionate about front end performance with up-to-date knowledge of current techniques
-Familiar with Node.js
-Knowledgeable about modern JavaScript frameworks but comfortable working in vanilla JS as appropriate
-Able to provide a code sample demonstrating expertise at writing and organizing CSS, HTML, and JavaScript suitable for a complex, fast-changing website
Benefits
Employees at The Atlantic are entitled to benefits including: 401(k) savings plan with employer match, health care with domestic partner coverage, flexible vacation and sick leave policy, commuter benefits, and rooftop happy hours with one of the best views in DC.
Atlantic Media Values:
Across Atlantic Media, generally, the firm looks for two “pillar gifts” in you, and everyone else.  In all of us, these are more aspirational than actual, but they are central in our intentions –


Force of Ideas: At the center of Atlantic Media work are the ideas within our writing. We believe that ideas – to the good and not – have consequence. Our highest work is bringing rigor, insight, intellectual integrity, to that ultimate purpose of separating the bad from the good, and giving voice to the latter.

Spirit of Generosity: Atlantic Media seeks in its ranks those with natural disposition toward service and selfless conduct. Atlantic Media writing should be cut from the same cloth – critical on the merits, but informed by charity and forbearance in measuring motive and personal character.

Atlantic Media is an EOE of Minorities/Women/Vets/Disability.
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
",,--,"Apply online: https://atlanticmedia.theresumator.com/apply/EfTMcPw1rG/Senior-Front-End-Developer?source=Github
",Senior Front End Developer,Full Time,0e9e93a6-e85a-11e8-8963-f68a643e24dd,https://jobs.github.com/positions/0e9e93a6-e85a-11e8-8963-f68a643e24dd,"Washington, DC & New York, NY",--,,--,Github Jobs
NBCUniversal,Wed Nov 14 20:50:03 UTC 2018,"Responsibilities :
Coding at the component level and works under minimal supervision.
Asset Management System Administration with systems, applications and service integrations.
Provide proactive, regular, and professional-level communication with clients and team members alike
Manage system integration with 3rd party providers.
Provide usage reports and track key metrics as required.
Ensure delivered solutions enable the organization to manage the asset portfolio with respect to risk, cost, control, governance, compliance and business performance objectives
Collaborate with stakeholders, developers, and system teams to design and maintain automation and deployment tools
Assist project and technology teams in troubleshooting systems
Create dashboards and other tools for Project, Operations and Engineering teams to use in day-to-day monitoring and troubleshooting and enhance operational transparency within business units
Follow Security Best Practices
Occasional after hour support based on upgrades, new deployments and high-profile campaigns and/or market critical events.
Job Requirements
Knowledge/experience in relevant technologies, such as:
XML Scripting
Java/JavaScript
JSON Messaging
HTTP Protocol
Web Services (SOAP &amp; REST)
Python, Ruby, Perl, and Smalltalk or other scripting languages preferred
Familiarity with ELK Stack (Prometheus) preferred
Amazon Web Services technologies experience preferred
Asset Management Systems
Solid interpersonal skills with the ability to communicate and present to all levels of the organization and with external parties
Self-directed, highly motivated individual who can effectively manage multiple activities, pay attention to detail and a focus on continuous improvement.
High degree of professionalism
Desired Characteristics
Scope of activities within projects include:
Business requirements, documentation &amp; gap analysis
Coordination of connectivity setup
Technical implementation/provisioning
Develop test plans, procedures and scripting for new workflows, integration and automated UI testing
Understand Process flow and data mapping
Data preparation, deployment and analysis
Web services development
Application knowledge: Orchestration tools, Workflow Engines, Search Engines, BPM and transcoding.
Database experience and network administration
",,--,"If interested, please apply here: https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?partnerid=25354&amp;siteid=5108&amp;areq=43037BR
",Media Software Engineer,Full Time,76fcadae-e84e-11e8-88fc-96a168773892,https://jobs.github.com/positions/76fcadae-e84e-11e8-88fc-96a168773892,"Universal City, CA",--,,--,Github Jobs
Signature Consulting Group,Wed Nov 14 19:34:38 UTC 2018,"Job Summary:
This role will support the conversion from Percussion (CMS) to Drupal.
This role will also develop new applications in PHP.
The role will convert existing applications written in other technologies to PHP.
Job Responsibilities:
Work collaboratively with the design and account teams to build client sites and applications.
Clearly communicate technical challenges to those with less technical knowledge in service of a great end product.
Build, test and deploy feature additions for existing Drupal sites with a strong eye for detail, test performance and cross-browser compliance.
Job Qualifications:
6 to 8 years experience with Drupal or another PHP framework/CMS.
Mastery of web fundamentals, like HTML/CSS, strong knowledge of Javascript.
Strong working knowledge of PHP and MySQL.
Experience with command line tools and applications.
Strong working knowledge of Git.
Very comfortable setting up and troubleshooting local environments.
Bonus for experience with custom Drupal module development, Google Analytics, technical writing and/or technical architecture.
Job Qualifications Optional
Experiences with both Oracle and MySQL
Educational Requirements
A bachelor's degree in Computer science or other technical degree, or equivalent years of experience.
",,--,"Email your resume to Amanda.grant@sghealthit.com
",Sr. PHP/Drupal Developer,Full Time,e7e9f752-e843-11e8-8126-18fc155e3556,https://jobs.github.com/positions/e7e9f752-e843-11e8-8126-18fc155e3556,"Raleigh, NC",--,,--,Github Jobs
Union Street Media,Wed Nov 14 17:43:20 UTC 2018,"We’re looking for a Support Engineer to join our team. At Union Street Media you’ll be on the cutting edge of digital marketing tech, helping to support and maintain our proprietary content management system that currently hosts hundreds of client domains. If you’re an innovative, self motivated technologist looking for your next challenge, we want to meet you!
At Union Street Media we strive for agility in everything we do. As a Support Engineer you’ll be working closely with the internal Support team as well as internal and external stakeholders to support and maintain our LAMP-based content management system. You’ll be working with a small team to triage, support and enhance a CMS that helps our real estate clients thrive.
Responsibilities:
*Maintain and manage incoming support queue
*Collaborate with customer support, account management and engineering to support clients
*Produce code that is high quality, readable and maintainable.
*Develop tools and applications by producing clean, efficient code
*Perform peer code reviews
*Participate in daily support scrum meetings
*Interface with clients directly via email
*Provide ideas for platform hardening and improvement
Requirements:
*2+ years Software Engineering experience
*Ability to work independently
*Excellent organizational skills
*BSc/BA in Computer Science or a related degree
*Understanding of the open-source LAMP stack. Hands-on experience not required
Compensation:  Commensurate with experience.
Schedule:  Position is open immediately. This is a full time position.
Union Street Media is an equal opportunity employer
",,--,"To Apply: Email your resume, a cover letter and your LinkedIn profile to jobs@unionstreetmedia.com.
",Platform Support Engineer,Full Time,b8f154a4-e834-11e8-9704-9feb9c7d6747,https://jobs.github.com/positions/b8f154a4-e834-11e8-9704-9feb9c7d6747,"Burlington, VT",--,,--,Github Jobs
Cobot,Wed Nov 14 17:30:09 UTC 2018,"You are looking to put your skills to use in a fast-moving product used by thousands of people every day? You care about maintainable, tested, well-documented code, consistency and technical excellence, while always putting the user’s needs first?
We’re looking for a developer focused on backend who is excited to work within an international and welcoming team of backend developers, frontend developers, and support engineers to build and maintain a fast and robust codebase for Cobot.
Cobot is a management platform for coworking spaces. Our app helps coworking spaces around the world to automate their operations so that they can focus on what matters most: building communities and welcoming workspaces. Coworking spaces from New Delhi to San Francisco use us to manage their members, collect payments, book conference rooms, and more. Our customers range from small creative spaces with only a few members to huge business accelerators with thousands of people. We’re a bootstrapped company, operating since 2006 out of Berlin Kreuzberg. We’re a team of 15 people, meaning lots of opportunity for you to actively shape the product, and contribute to the success of the team in a very direct way.
Our technology stack is evolving all the time. Our backend is 90% Ruby/Rails, and we recently started to use Elixir. Our frontend is server generated HTML or Ember.JS. As databases, we use CouchDB, Postgres, DynamoDB. We deploy to AWS and Heroku.
Our team values working at a healthy pace and a normal working day over working long hours late into the night. We foster a culture of continuous improvement and learning. Making mistakes is part of what we do, and we make sure we have each other’s backs and learn from them.
We value diversity in all aspects of our team. We value everyone’s questions, insights and feedback.
This is a permanent, employed full-time position in Berlin.
Read on
",,--,"Apply here
",Backend Developer Ruby/Elixir,Full Time,cb1e9170-e832-11e8-8c0b-1d1828cf3aff,https://jobs.github.com/positions/cb1e9170-e832-11e8-8c0b-1d1828cf3aff,"Berlin, Germany",--,,--,Github Jobs
Autodesk,Wed Nov 14 17:01:38 UTC 2018,"Technical Lead, GitHub Solutions
Location: Portland, OR or Offsite- United States
Job ID: 18WD30442
Position Overview
Have you ever wanted to work for one of the best companies in the industry? Ever wanted to use your knowledge of Git and GitHub to create a development solution that is used by hundreds of Engineering teams? Ever wanted to change the way software is developed and built using continuous integration pipelines?
To maintain our leadership position in a fast moving, ever-changing, competitive environment, Autodesk’s Engineering organization is going through many significant transformations. Therefore, this is a fantastic time to join the company and make an impact.
Responsibilities

Strategic Leadership

Evangelize the benefits of Git and GitHub, especially as they benefit CI/CD (Continuous Integration and Delivery) and the creation of highly collaborative development environments
Build a close working relationship with product Architects across the company. Work with them to get consensus on the solutions selected
Expand the CI development solution to include tools such as Artifactory, Codacy, Code Coverage, IDEs, and more
Promote and implement state-of-the-art SCM branching and submission practices that support modern development practices and a CI/CD development methodology


Build solutions that work at scale

Autodesk has many very large codebases. We will push tools to the limit and beyond. Be the leader that designs and develops solutions (both inner-source and open-source) with Git and GitHub that work at scale
Ensure your customers have an excellent experience using GitHub and the development solutions built around it
With 4000 users, resiliency is a critical requirement in our development tools. Architect, then build out the solutions needed to ensure tools are reliable, HA, scalable, monitored, and resilient



Minimum Qualifications

BS in Computer Science, Engineering or equivalent with an excellent academic background
5+ years of work experience in commercial software development
2+ years of technical hands-on experience with Git and GitHub
Strong knowledge of other SCM tools such as Perforce and TFS would be a benefit
Strong knowledge of CI/CD tools and methodologies, Jenkins
Experience with these languages. Perl, Python, Go, Groovy, Bash, Rust
Are a team player who cares about making the team and customers successful

Top Signs That You're the Right Candidate

You have a strong interest in creating great development solutions built on top of Git and GitHub
This is a passion, not just a job

About Autodesk
With Autodesk software, you have the power to Make Anything. The future of making is here, bringing with it radical changes in the way things are designed, made, and used. It's disrupting every industry: architecture, engineering, and construction; manufacturing; and media and entertainment. With the right knowledge and tools, this disruption is your opportunity. Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists. We constantly explore new ways to integrate all dimensions of diversity across our employees, customers, partners, and communities. Our ultimate goal is to expand opportunities for anyone to imagine, design, and make a better world.
",,--,"https://autodesk.taleo.net/careersection/adsk_gen/jobdetail.ftl?job=18WD30442&amp;tz=GMT-08%3A00
","Technical Lead, GitHub Solutions",Full Time,b0332ea6-e82e-11e8-83b0-deabde06afe8,https://jobs.github.com/positions/b0332ea6-e82e-11e8-83b0-deabde06afe8,"Portland, OR or Offsite- USA",--,,--,Github Jobs
iPhone Photography School,Wed Nov 14 13:55:40 UTC 2018,"Attention Senior Backend Developers:
“Skyrocket Your Career As A Developer In The Dream Work Environment – While Solving Interesting Problems And Working With A Clean Codebase”
You’ve finally found it…
The perfect work environment to skyrocket your career as a developer.
If you’re a talented, experienced and ambitious backend developer, then this page could literally change your life!
But only if you keep reading.
iPhone Photography School is the world’s no. 1 online photography resource. To stay at the top, we need to be excellent at everything we do, including development.
On the surface, our development needs look simple, but there's a lot more going on behind the scenes. In fact, our business is built on complex development solutions that we've created from scratch.
Right now, we’re looking to expand our team with the best people so we can achieve even more.
To attract the most capable developers like you, we’ve created the dream work environment for building your career.
8 Reasons To Build Your Career As A Developer At iPhone Photography School
1 - Solve Interesting Problems
Most of our development solutions are built from scratch and are customized to our needs.
This includes our payment and upsell system, our online learning platform and iOS app, and our proprietary algorithms that decide how millions of dollars are spent on Facebook ads.
We have an AWS server set-up with load balancers, we use Docker and Circle CI for continuous integration, and we’ve got automated testing for everything.
The point is, you’ll never be bored working here.
2 - Work With A Clean Codebase
Tell me if this sounds familiar to you: a nice piece of code you’re trying to push seems to be breaking a different part of the system. As you open the problematic code, the first words you utter are “Who the **** wrote this?”
We don’t work like that.
We spent all of 2017 to clean up our codebase and rarely will you find better-kept code. If we touch one part of the system, we make sure it still integrates perfectly with the rest.
This long-term approach saves you a lot of frustration and lets you focus on the problem at hand.
3 - Endless Opportunities To Grow
You love being a developer because you experience growth every single day. Each completed task comes with an exciting feeling that you’ve learned something new. This rush makes you want to jump on the next assignment and continue growing.
We get how important growth is for developers.
Want to master a new framework, tool or expand your skill set (e.g., learn about AI and deep learning)? Find the appropriate online course and we’ll pay for it.
Want to use your new skills for real life solutions? We’ll encourage you to do it.
4 - Get Expert Guidance
Our developers are ninjas. But we don’t expect them to know everything. Even the best developers sometimes need expert help to complete the most challenging tasks.
If there’s something outside of our team’s comfort zone, we provide them with experienced mentors in the particular area.
Besides that, you can always get help from other people on the team. They know how to achieve almost anything with code.
Join our team, and you’ll get guidance from the top experts in the business.
5 - Stay In Control Over Your Own Time
Have you ever experienced this situation: your boss angrily asks you about a feature that had to be launched already… while you had no clue it was a priority?
You abandon all other tasks and end up working late in the evening to ship the feature – only for a new urgency to come up the next day... And this cycle repeats itself again and again.
We do things a little differently. Because we use the scrum methodology, our developers know everything they’ll have to do in any given week in advance. And we stick to our plans.
This means you can schedule your time however you want, as long as you get the job done.
6 - Work From Anywhere In The World
We understand that the best developers like to work on their own terms. So you can do this job from anywhere in the world – including your home, our office in Latvia, or any paradise location!
If the initial collaboration turns out to be successful, our company will pay for a week-long trip to Latvia where you’ll meet the rest of our team and get acquainted with our company culture.
7 - Stability You Can Count On
Most startups have huge ambitions - and little or no revenue. If you've spent months or years of your life in an exciting new company that never really takes off, you already know how frustrating that can be.
Rather than burning investor money, iPhone Photography School is highly profitable and our growth is funded from our own revenue. We had explosive growth last year, and we will 2X our business again in the next 12 months.
You don't have to worry about the company running out of money.
8 - Millions Of People Will Use Your Code
Helping others is one of the most rewarding things you can do in life. While this is something that everyone should practice in their daily life, you can also do it while earning a living.
During the last 30 days alone our website has been visited by 2,063,297 different people, and this number is increasing rapidly as our impact continues to grow.
Your work will help millions of people take better photos and capture the beauty of the world.
Here’s What We Expect From You…

You’re excellent at PHP
You’ve worked with Laravel, Rest APIs and LEMP
You've worked as a full-time developer for at least 3 years
You have a proven track record in building reliable IT systems
You want to participate in scrum teamwork
You have an excellent attention to detail

Please only apply if you meet all these criteria. Other applications will not be considered.
APPLY HERE: https://iphonephotographyschool.com/developer/?utm_source=github
If you delay submitting your application, someone else will be hired before you.
",,--,"APPLY HERE: https://iphonephotographyschool.com/developer/?utm_source=github
",Senior PHP/Laravel Developer: Your Dream Work Environment,Full Time,dd8ca676-e814-11e8-9ed0-16c6818d7db3,https://jobs.github.com/positions/dd8ca676-e814-11e8-9ed0-16c6818d7db3,Remote,--,,--,Github Jobs
CircleCI,Tue Nov 13 21:19:32 UTC 2018,"As a Support Engineer, you are responsible for providing world-class post-sales technical leadership to our client base. Working directly with customers, the authority on both the CircleCI platform and continuous integration and deployment as a general practice will fall on you. Finally, as part of the Customer Engineering organization, you will have the opportunity to work directly with our Product Management, Engineering, Customer Success, and Marketing teams to share your knowledge and experiences, and will act as the Voice of the Customer to help drive improvements that will ensure our customers’ success with CircleCI.
You will be the main point of contact for technical questions and requests for assistance that our customers register in our support ticketing system. You will work with the rest of the Support team to build out and cultivate our support operations, and help to establish a customer community to enhance the experience of our customers. For this job you will need to have a strong technical capability along with a strong self-starting, dedicated mentality and the ability to maintain empathy for customers. You’re going to be dealing with very technical users and complex issues, but you’re also tasked with creating excitement and loyalty in the customers you interact with. More specifically, we are looking for someone with experience supporting mobile development, specifically for the Apple iOS and Android platforms. We are seeking someone who has experience building and resolving mobile development initiatives.
About CircleCI
CircleCI is the best platform for software teams looking to rapidly build quality projects, at scale. Our intelligent continuous integration and delivery tools are simple yet powerful. Our aim is to provide the wisdom of a connected development ecosystem to every team member making technology decisions.
We run 7M+ builds a month on our platform for companies like Spotify, Kickstarter, Sony, and Coinbase. Over 25,000 organizations and 300,000 developers actively build, test, and deploy on CircleCI. We’ve raised $59.5M in venture capital from Industry Ventures, Top Tier Capital, Scale Venture Partners, DFJ, Harrison Metal Capital, and Baseline Ventures.
About Customer Engineering at CircleCI
CircleCI’s Customer Engineering organization’s goal is to make life easier for our customers and leave them with the “wow” experience of building and testing their applications with ease. Customer Engineering works with customers to understand their technical and business needs and requirements—from onboarding to implementation to scale. This Department currently comprise Solutions Engineering (pre-sales), Success Engineering ( post-sales for large accounts), and Support Engineering (post-sales ticket based support for all customers). There is an opportunity for both horizontal and vertical growth and promotion within Solutions, as well, as new Solutions teams are built out going forward, including Community Engineering and Partner Engineering.
RESPONSIBILITIES

BASIC QUALIFICATIONS

ADDITIONAL GREAT TO HAVE SKILLS

If you’re interested in joining the team, please send us your resume and a cover letter explaining why you’d be a great fit. If you have an easily accessible presence on the web (Twitter, blog, GitHub, LinkedIn, etc.), please share it.
We care deeply about diversity and inclusivity. We’re hiring at all experience levels, and seek talented teammates from a wide variety of backgrounds and experiences who are equally committed to cultivating a work environment of respect and kindness. We carefully consider every applicant that takes the time to apply.
",,--,"Please apply directly here: https://grnh.se/e5875cd72
",Support Engineer - Mobile,Full Time,a7737f78-e789-11e8-9333-b00dc2d03855,https://jobs.github.com/positions/a7737f78-e789-11e8-9333-b00dc2d03855,North America,--,,--,Github Jobs
Agilent,Tue Nov 13 20:06:53 UTC 2018,"
",,--,"https://recruiting.adp.com/srccar/public/RTI.home?c=2167807&amp;d=External&amp;r=5000354052006#/
",Senior Algorithm Software Developer ,Full Time,fa45a40c-e77e-11e8-8888-30684bb94b56,https://jobs.github.com/positions/fa45a40c-e77e-11e8-8888-30684bb94b56,"Santa Clara, CA",--,,--,Github Jobs
Rational Consulting,Tue Nov 13 19:35:35 UTC 2018,"Rational Consulting is growing, and we need amazing talent to join our team. If you have an entrepreneurial attitude with a deep spirit of service and killer subject expertise, we want to talk to you. We are always looking for the next great consultant to raise the bar and push Rational Consulting to be better than we were yesterday. Staying hungry, curious, and looking forward to what’s next is part of our DNA.
Be part of the Mobile First, Cloud First excitement! One of our Microsoft teams is building software and services to enable development of rich enterprise class applications on the Microsoft cloud platform. As part of the unified engineering team, you will have the opportunity to apply quality focused engineering practices to your daily work.
This team is an exciting and fast evolving engineering team within Microsoft focused on building scalable distributed cloud services for Engineering Systems and for the Product Telemetry.
We have an exciting opportunity for you as a Full Stack Engineer to innovate, influence, transform, inspire and grow within our organization and we encourage you to apply to learn more!
What you will do:
-You will be using sound engineering practices, tools, and standards.
-You should be willing to work in a highly collaborative environment.
-Additionally, you will be part of a fun team with diverse interests and backgrounds in a supportive environment.
-You will become a productive team member through your knowledge and ability to learn technologies and practices such as C#, X++, HTML5, SQL Azure, Azure Service Fabric, JavaScript, Windows and Azure Frameworks, analytics, PowerApps, Power BI, Common Data Service, design patterns, unit and functional testing, OO design, and more.
-You will be exposed to a broad range of problems and technologies as we are rapidly evolving our service architecture to leverage Microsoft’s cloud services assets like Azure.
-Our team works in an agile start-up like environment where we expect each team member to think out of the box to contribute and collaborate towards the mission of the team in a feature-crew setting
-As part of this team you will get exciting opportunities to work on cutting edge technologies across a variety of platforms to build the next generation application experiences for Microsoft and revolutionize the way businesses operate.
What you will bring:
-Experience and ability to work with Microsoft development technologies like .NET and C#
-5 years or more of HTML, CSS, and JavaScript/TypeScript
-3 years or more of SQL
-Experience using GitHub as version control
-Azure or Cloud experience highly preferred
-3 years of object-oriented design, database design, algorithms, data structures and parallel programming
-A minimum of 5 years of industry experience working as a software engineer/developer
-BA/BS in Computer Science or equivalent.
-Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check
Who you are:
-Proactive. You are always thinking ahead about what is best for the Client
-Adaptable. Change happens at lightning speed (especially at Rational), you are flexible, enjoy challenge, and get behind new ideas
-Visionary. Ability to see ""the whole picture"" and simultaneously remain slightly obsessed with the details 
-Collaborative to the Core. Demonstrated ability to work in a team environment, as a leader and member
Rational Consulting is a results-oriented consultancy designing premium customer experiences. Each of our business practices are deeply rooted in delivering client success. We see ourselves as partners to our clients, and we invest in each of their business goals, ensuring that our work helps deliver on these goals. Client success is our ultimate metric, and what drives our mindset, skillset, and company culture.
Incredible people are our non-negotiable. Our experienced team of consultants spans the globe. We love what we do, and who we do it with – let’s begin our next chapter together. 
",,--,"Please send your resume to katyann@rationalconsulting.com
OR
apply at: https://boards.greenhouse.io/rationalconsulting/jobs/4104879002
",Software Engineer,Full Time,2c9f30d4-e77b-11e8-8aab-ce7423d373e0,https://jobs.github.com/positions/2c9f30d4-e77b-11e8-8aab-ce7423d373e0,"Redmond, WA",--,,--,Github Jobs
VONQ,Tue Nov 13 14:11:38 UTC 2018,"You are a DevOps or System Engineer who can’t wait to be part of a growing team and to make actual impact. At VONQ we do cool stuff, like building a flagship product, tools and APIs that serve global customers. Are you ready to get your hands dirty in the design, implementation and testing of various infrastructure services that are used by our development teams? Apply at VONQ for DevOps Engineer in Rotterdam!
DevOps Engineer
Rotterdam, fulltime, ASAP
Be part of our journey and bring our development process, infrastructure and engineering practices to the next level
As our System Engineer you will be the one leading critical platform development efforts. What you’ll actually be contributing to? Our core product, the Job Marketing Platform (JMP). It’s a data-driven application with a recommendation engine that is advising recruiters how they should reach their target audience online.
We have an ambitious roadmap for the upcoming period. Your part in the process? We will start to utilise a number of various DevOps practices - and that’s where you come in!
You will be part of an international and experienced Engineering department consisting of Backend and Frontend Developers, Data Engineers, an Agile Coach and a CTO.
Your day-to-day job in a nutshell as VONQ’s DevOps Engineer

Make fully functional environments available on demand for the development team
Provide guidance and support on application architecture as we move to a container based architecture
Ensure a smooth flow of work for all of our development teams
Enable fast clear feedback for our development team (and the wider business) on application changes, by providing clear logging, metrics and supporting the team's automated testing infrastructure
You'll work autonomously to make our architectural and business goals a reality

Great understanding of DevOps practices and an Agile mindset, that is you!
This describes the ideal candidate, but above all we value people that are eager to grow, autonomous, work together, and love to get things done! Furthermore we think you need:

3+ years relevant experience
Excellent communication skills in English
Experience working in application development, systems or IT operations
Experience with Cloud and container technologies (e.g. AWS, docker, rocket)
Great understanding DevOps practices and why to use them (e.g. CI,CD, Infrastructure as code, automated testing)
You can develop an array of tools using various programming languages (e.g. Golang, Python, PHP, Scala)
Experience with at least some of our middleware and databases: NGINX, Elasticsearch, RabbitMQ, MySQL, Mongo
Experience in contributing to the systems architecture of a company
Last but not least, you are not afraid to get your hands dirty on older infrastructure, to maintain it and migrate it to the new environment.

Bonus points!

Experience with application development (e.g. PHP, Scala, Ruby, Golang)
Experience with data engineering (e.g. spark, scala, databricks)
Worked as part of a distributed (or international) team

This is why you should join our team
We promise that at VONQ you’ll never stop learning! You’ll be surrounded by international and experienced colleagues, so prepare yourself for some interesting and intellectual conversations.
Our product has still a lot of potential to grow, and YOU can make impact on that. You’ll get freedom and space for own initiatives, in fact, we encourage you!
We have legendary company outing, beers on Friday and lots of FUN!
There is more! We offer:

A good salary and 8% holiday allowance
100% commuting expenses compensation
Pension contribution
Flexible working hours
Unlimited (paid!) holidays
Time and budget for training
Relocation support, and more!

Up for the challenge? Join VONQ as System Engineer and make things happen! Please apply by using this application link
. Questions? Contact Sarah (Recruiter) -&gt; sarahellithy(at)vonq.com.
",,--,"Please apply by using this application link
",DevOps Engineer,Full Time,dc5e367e-e74d-11e8-83b6-bff5f2b12e4f,https://jobs.github.com/positions/dc5e367e-e74d-11e8-83b6-bff5f2b12e4f,Rotterdam,--,,--,Github Jobs
